Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Maks (S8max);Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima;;;;;;
(-);(-);(-);(-);(-);(-);(-);[mg/m3];[mg/m3];[mg/m3];[mg/m3];(-);[%];(-);;;;;;
2006;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,6;0,1;6,3;3,69;8703;99,3;1,0;;;;;;
2006;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,8;0,1;12,6;6,83;8716;99,5;1,0;;;;;;
2006;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,6;0,1;7,2;5,18;8694;99,2;1,0;;;;;;
2006;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;CO;1g;0,6;0,0;8,6;6,33;6804;77,7;0,8;;;;;;
2006;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,5;0,0;7,5;4,22;8719;99,5;1,0;;;;;;
2006;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,6;0,2;10,5;8,08;8505;97,1;1,0;;;;;;
2006;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,9;0,1;8,4;6,66;8036;91,7;1,0;;;;;;
2006;ma?opolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,7;0,2;10,5;7,69;7070;80,7;0,7;;;;;;
2006;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebiWIOSPils0303;CO;1g;0,7;0,0;4,6;3,92;8326;95,0;1,0;;;;;;
2006;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,9;0,1;6,5;5,72;4949;56,5;0,8;;;;;;
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,4;0,1;7,5;6,19;6729;76,8;0,9;;;;;;
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,1;8,3;5,86;8637;98,6;1,0;;;;;;
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,6;0,1;4,5;3,77;6762;77,2;1,0;;;;;;
2006;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;CO;1g;0,6;0,0;2,7;2,23;3354;38,3;0,0;;;;;;
2006;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,4;0,1;3,4;2,21;7493;85,5;1,0;;;;;;
2006;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,5;0,0;3,9;2,74;8352;95,3;0,9;;;;;;
2006;mazowieckie;PL1403;miasto Radom;MzRadomPulask;CO;1g;0,8;0,1;9,4;7,45;2053;23,4;0,0;;;;;;
2006;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,6;0,0;12,6;9,49;8505;97,1;1,0;;;;;;
2006;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,2;0,95;6377;72,8;1,5;;;;;;
2006;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;CO;1g;0,6;0,0;6,1;5,10;5269;60,1;0,4;;;;;;
2006;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,5;0,0;4,6;3,85;8040;91,8;1,0;;;;;;
2006;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,0;5,3;4,50;6352;72,5;0,9;;;;;;
2006;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,4;0,1;6,3;3,29;8732;99,7;1,0;;;;;;
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,5;0,2;5,8;5,46;8412;96,0;1,1;;;;;;
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,4;0,2;2,5;2,11;8365;95,5;1,0;;;;;;
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,4;0,1;3,9;3,11;8491;96,9;1,0;;;;;;
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,4;0,2;3,4;2,76;8534;97,4;1,0;;;;;;
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,4;0,1;3,8;3,20;8601;98,2;1,0;;;;;;
2006;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,4;0,1;3,0;2,33;6518;74,4;2,0;;;;;;
2006;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,4;0,2;4,4;3,19;8632;98,5;1,0;;;;;;
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlBytomByto_modrz;CO;1g;1,3;0,2;8,8;8,27;2593;29,6;0,3;;;;;;
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlChorzChor_bator;CO;1g;0,8;0,1;6,1;5,19;7997;91,3;1,1;;;;;;
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,7;0,1;6,9;6,38;7914;90,3;0,9;;;;;;
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,8;0,1;7,3;5,81;8296;94,7;1,0;;;;;;
2006;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;CO;1g;0,9;0,2;9,4;8,33;4219;48,2;1,1;;;;;;
2006;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,9;0,1;9,2;8,39;6408;73,2;1,8;;;;;;
2006;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,5;0,2;2,8;2,18;6268;71,6;1,9;;;;;;
2006;?l?skie;PL2404;miasto Cz?stochowa;SlCzestCzes_arkra;CO;1g;0,9;0,1;6,8;6,36;7359;84,0;0,9;;;;;;
2006;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;CO;1g;0,6;0,0;4,0;3,29;8620;98,4;1,0;;;;;;
2006;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;1,1;0,1;9,0;7,64;4931;56,3;0,9;;;;;;
2006;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;1,2;0,1;5,5;4,98;7602;86,8;1,1;;;;;;
2006;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,5;0,1;4,0;2,72;8703;99,3;1,0;;;;;;
2006;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,4;0,1;2,8;2,46;7093;81,0;1,0;;;;;;
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,4;0,1;4,1;2,31;7908;90,3;0,9;;;;;;
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,4;0,1;2,5;1,62;7504;85,7;0,8;;;;;;
2006;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,5;0,1;2,8;2,21;8234;94,0;1,0;;;;;;
2006;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,5;0,0;7,0;6,31;8321;95,0;1,0;;;;;;
2006;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,4;0,0;6,5;4,88;8275;94,5;1,0;;;;;;
2006;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,3;0,0;1,7;1,14;6023;68,8;1,8;;;;;;
2006;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,4;0,0;5,9;4,67;8357;95,4;1,0;;;;;;
2006;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;1,4;1,14;8108;92,6;1,0;;;;;;
2006;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,6;0,0;9,2;6,52;7720;88,1;1,0;;;;;;
2007;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;CO;1g;0,8;0,1;5,5;3,65;6683;76,3;0,7;;;;;;
2007;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;4,3;3,34;7721;88,1;1,0;;;;;;
2007;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,4;0,1;4,5;3,55;8102;92,5;1,0;;;;;;
2007;dolno?l?skie;PL0202;miasto Legnica;DsLegSmok;CO;1g;0,4;0,1;1,2;1,18;8250;94,2;1,1;;;;;;
2007;dolno?l?skie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;2,4;1,45;8536;97,4;1,0;;;;;;
2007;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;CO;1g;0,4;0,1;5,7;4,89;6641;75,8;1,1;;;;;;
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,4;0,1;1,0;0,95;7574;86,5;1,4;;;;;;
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,5;0,1;5,5;4,94;7709;88,0;1,0;;;;;;
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,0;1,4;1,38;7482;85,4;1,4;;;;;;
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,4;0,0;2,0;1,41;7597;86,7;1,3;;;;;;
2007;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;CO;1g;0,3;0,0;2,7;2,17;7268;83,0;1,0;;;;;;
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgCO;CO;1g;0,4;0,0;2,0;1,43;1468;16,8;0,9;;;;;;
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,7;0,0;7,2;4,67;8531;97,4;1,0;;;;;;
2007;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,5;0,0;4,6;3,36;3114;35,5;0,8;;;;;;
2007;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;CO;1g;0,7;0,0;5,0;3,41;7853;89,6;0,9;;;;;;
2007;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;CO;1g;0,2;0,0;2,1;1,29;8564;97,8;1,0;;;;;;
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBydgBlota;CO;1g;0,6;0,0;4,0;2,99;1565;17,9;1,0;;;;;;
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFDobrzynUM;CO;1g;0,2;0,0;1,0;0,75;1601;18,3;0,9;;;;;;
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFGolub;CO;1g;0,2;0,0;1,9;1,35;1680;19,2;1,0;;;;;;
2007;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRypinKOMES;CO;1g;0,1;0,0;1,5;0,79;1725;19,7;1,1;;;;;;
2007;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;CO;1g;0,5;0,0;6,9;4,93;8204;93,7;0,9;;;;;;
2007;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,4;0,0;3,7;2,45;6350;72,5;1,0;;;;;;
2007;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;3,3;1,80;8036;91,7;1,0;;;;;;
2007;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;4,1;2,77;7364;84,1;1,0;;;;;;
2007;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,4;0,1;2,7;1,87;8742;99,8;1,0;;;;;;
2007;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,5;0,1;4,3;2,37;8720;99,5;1,0;;;;;;
2007;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,7;0,1;5,7;3,51;8556;97,7;1,0;;;;;;
2007;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,6;0,1;4,5;2,69;8558;97,7;1,0;;;;;;
2007;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;CO;1g;0,6;0,1;7,1;3,69;8412;96,0;1,0;;;;;;
2007;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,5;0,1;5,9;4,20;8643;98,7;1,0;;;;;;
2007;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,2;5,6;4,35;7966;90,9;0,9;;;;;;
2007;ma?opolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,6;0,1;6,1;4,92;7838;89,5;0,9;;;;;;
2007;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebiWIOSPils0303;CO;1g;0,6;0,1;6,5;3,87;8186;93,4;1,0;;;;;;
2007;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,7;0,1;10,0;7,64;8482;96,8;1,1;;;;;;
2007;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,1;0,1;6,9;4,67;8637;98,6;1,0;;;;;;
2007;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,0;4,4;3,45;7507;85,7;1,3;;;;;;
2007;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,4;0,1;2,4;1,74;8610;98,3;1,0;;;;;;
2007;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszSGGW;CO;1g;0,6;0,0;2,6;2,09;6676;76,2;0,6;;;;;;
2007;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,4;0,1;2,6;1,98;8501;97,0;1,0;;;;;;
2007;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,5;0,0;4,1;2,68;8692;99,2;1,0;;;;;;
2007;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,9;1,76;6503;74,2;0,5;;;;;;
2007;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;CO;1g;0,4;0,1;3,1;2,34;3976;45,4;1,3;;;;;;
2007;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,4;0,0;2,6;2,36;7943;90,7;1,0;;;;;;
2007;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,4;0,0;3,8;2,23;7263;82,9;0,8;;;;;;
2007;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,3;0,0;2,8;2,11;5241;59,8;0,4;;;;;;
2007;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,4;0,0;3,1;2,25;5272;60,2;0,5;;;;;;
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;4,2;2,07;8604;98,2;1,0;;;;;;
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,3;0,1;2,3;1,80;8417;96,1;1,0;;;;;;
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,3;0,1;2,4;1,60;8592;98,1;1,0;;;;;;
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;2,1;1,62;8655;98,8;1,0;;;;;;
2007;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;1,7;1,47;8602;98,2;1,0;;;;;;
2007;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;CO;1g;0,2;0,0;1,7;1,08;5006;57,1;1,0;;;;;;
2007;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;CO;1g;0,4;0,1;2,2;1,49;8173;93,3;1,0;;;;;;
2007;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlChorzChor_bator;CO;1g;0,6;0,1;3,8;3,43;8254;94,2;1,0;;;;;;
2007;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;CO;1g;0,5;0,1;4,7;3,64;8013;91,5;1,1;;;;;;
2007;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;CO;1g;0,6;0,1;10,9;5,16;8315;94,9;1,0;;;;;;
2007;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;CO;1g;0,8;0,1;10,5;7,15;7355;84,0;1,3;;;;;;
2007;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;CO;1g;0,7;0,2;6,0;4,86;8310;94,9;1,0;;;;;;
2007;?l?skie;PL2404;miasto Cz?stochowa;SlCzestCzes_arkra;CO;1g;0,7;0,1;7,6;4,35;8318;95,0;1,0;;;;;;
2007;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;CO;1g;0,4;0,1;2,5;2,11;6106;69,7;1,1;;;;;;
2007;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;CO;1g;0,6;0,0;2,9;2,47;8696;99,3;1,0;;;;;;
2007;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;CO;1g;0,5;0,1;6,0;4,31;8131;92,8;1,0;;;;;;
2007;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,9;0,1;4,2;3,41;3557;40,6;1,0;;;;;;
2007;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,4;0,0;4,0;2,18;8516;97,2;1,0;;;;;;
2007;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;CO;1g;0,4;0,0;2,5;1,56;7173;81,9;0,7;;;;;;
2007;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;CO;1g;0,4;0,0;1,9;1,34;4212;48,1;0,4;;;;;;
2007;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;CO;1g;0,4;0,0;2,7;2,43;7527;85,9;1,2;;;;;;
2007;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;CO;1g;0,4;0,1;2,4;1,35;8577;97,9;1,0;;;;;;
2007;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;CO;1g;0,4;0,0;4,4;3,59;8233;94,0;1,0;;;;;;
2007;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznPolank;CO;1g;0,3;0,0;2,8;2,21;8316;94,9;1,0;;;;;;
2007;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,4;0,0;2,3;1,62;2370;27,1;0,1;;;;;;
2007;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,3;0,0;4,0;2,50;8320;95,0;1,0;;;;;;
2007;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczLacz04;CO;1g;0,2;0,0;1,4;0,77;8276;94,5;1,0;;;;;;
2007;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPils02;CO;1g;0,5;0,0;5,9;3,42;7400;84,5;0,9;;;;;;
2008;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;CO;1g;0,8;0,0;5,1;3,12;7868;89,6;1,0;;;;;;
2008;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;CO;1g;0,4;0,0;2,8;2,03;7568;86,2;1,1;;;;;;
2008;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,4;0,1;3,8;2,93;8386;95,5;1,0;;;;;;
2008;dolno?l?skie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;1,0;0,94;8411;95,8;1,0;;;;;;
2008;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;CO;1g;0,4;0,1;4,0;2,84;7665;87,3;1,1;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsGlogSikor;CO;1g;0,4;0,1;1,5;1,24;8676;98,8;1,0;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;CO;1g;0,4;0,0;5,2;4,15;7409;84,3;1,0;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKromolin;CO;1g;0,4;0,1;1,5;1,31;2422;27,6;0,0;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSobczyce;CO;1g;0,4;0,1;1,9;1,41;8699;99,0;1,0;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsTrzebMob;CO;1g;0,3;0,0;2,9;1,78;3064;34,9;0,5;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZabkPowWar;CO;1g;0,4;0,1;3,1;2,36;2781;31,7;0,3;;;;;;
2008;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;CO;1g;0,4;0,1;6,6;4,32;8352;95,1;1,0;;;;;;
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgCO;CO;1g;0,4;0,0;1,7;1,48;1241;14,1;0,6;;;;;;
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgWzgWolnosci;CO;1g;0,6;0,0;2,4;2,18;1376;15,7;1,5;;;;;;
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,9;0,3;10,6;7,93;8584;97,7;1,0;;;;;;
2008;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,7;0,0;6,1;4,37;7064;80,4;0,6;;;;;;
2008;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;CO;1g;1,2;0,0;10,3;7,85;6629;75,5;0,6;;;;;;
2008;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;CO;1g;0,3;0,0;8,5;5,88;8397;95,6;1,0;;;;;;
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBydgBlota;CO;1g;0,5;0,0;2,8;2,10;1520;17,3;0,9;;;;;;
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFChodecz;CO;1g;0,4;0,1;1,9;1,66;1713;19,5;1,0;;;;;;
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFMarusza;CO;1g;0,1;0,0;1,1;0,73;1844;21,0;1,2;;;;;;
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSepolno;CO;1g;0,9;0,0;6,4;6,21;1374;15,6;1,5;;;;;;
2008;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWabrzstmob;CO;1g;0,3;0,0;1,7;1,36;1542;17,6;0,8;;;;;;
2008;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;CO;1g;0,5;0,1;5,1;3,15;8679;98,8;1,0;;;;;;
2008;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,4;0,0;3,2;2,85;8002;91,1;1,0;;;;;;
2008;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,3;0,0;3,2;1,83;8063;91,8;1,0;;;;;;
2008;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;4,1;2,67;7081;80,6;1,0;;;;;;
2008;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;CO;1g;0,4;0,1;3,4;1,75;8617;98,1;1,0;;;;;;
2008;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;CO;1g;0,5;0,1;3,7;3,11;8605;98,0;1,0;;;;;;
2008;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzZachod;CO;1g;0,6;0,1;4,6;3,86;8678;98,8;1,0;;;;;;
2008;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;CO;1g;0,6;0,1;7,2;3,51;8558;97,4;1,0;;;;;;
2008;?ódzkie;PL1002;strefa ?ódzka;LdPiotrkWIOSABelzack;CO;1g;0,5;0,0;5,5;2,98;8028;91,4;0,9;;;;;;
2008;?ódzkie;PL1002;strefa ?ódzka;LdRadomsSoko;CO;1g;0,5;0,0;6,5;4,33;7445;84,8;1,3;;;;;;
2008;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,1;5,7;4,36;7794;88,7;1,0;;;;;;
2008;ma?opolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,6;0,1;8,3;3,92;8395;95,6;1,1;;;;;;
2008;ma?opolskie;PL1203;strefa ma?opolska;MpOlkuFrNull;CO;1g;0,5;0,1;3,9;3,30;8234;93,7;0,9;;;;;;
2008;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebiWIOSPils0303;CO;1g;0,6;0,1;4,9;3,51;8023;91,3;1,0;;;;;;
2008;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;CO;1g;0,6;0,1;6,5;5,24;7810;88,9;0,9;;;;;;
2008;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,0;0,1;4,4;3,16;8767;99,8;1,0;;;;;;
2008;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,0;7,0;5,73;8637;98,3;1,0;;;;;;
2008;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,5;0,1;2,6;1,90;8353;95,1;1,1;;;;;;
2008;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;CO;1g;0,3;0,0;1,1;0,97;6796;77,4;1,5;;;;;;
2008;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;CO;1g;0,3;0,0;2,7;2,21;7197;81,9;1,0;;;;;;
2008;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;CO;1g;0,5;0,1;5,5;4,04;4502;51,3;0,3;;;;;;
2008;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,5;0,1;4,3;4,04;8703;99,1;1,0;;;;;;
2008;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,3;1,02;8599;97,9;1,0;;;;;;
2008;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,4;0,0;3,1;2,46;5420;61,7;1,7;;;;;;
2008;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,3;0,0;3,6;2,76;8519;97,0;1,0;;;;;;
2008;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;CO;1g;0,4;0,0;3,6;2,04;6464;73,6;1,1;;;;;;
2008;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;CO;1g;0,3;0,1;2,5;1,50;5005;57,0;1,5;;;;;;
2008;podlaskie;PL2002;strefa podlaska;PdSiemPilsudskiego;CO;1g;0,4;0,0;5,3;4,55;5562;63,3;1,2;;;;;;
